DIST;SECC;MESA;APE1;APE2;NOMBRE;DIANAC;MESNAC;ANONAC;IDENT;GESCO;LGESCO;DOMI1;DOMI2;DOMI3;DOMI4;DOMI5;CPOSTAL;NLOCAL;NLOCALB;INFADICIONAL;DIRMESA1;DIRMESA2;DIRMESA3;DIRMESA4;CPOSTAM;NMUNI;NPRO;TCENSO
1;1;U;ABIZENA10417;ABIZENA20417;IZENA0417;15;3;1994;00000416A;40;BUP, FP o superior;HELBIDEA00417;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10418;ABIZENA20418;IZENA0418;23;11;1974;00000417A;40;BUP, FP o superior;HELBIDEA00418;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10419;ABIZENA20419;IZENA0419;17;2;1974;00000418A;30;Graduado escolar o equivalente;HELBIDEA00419;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10420;ABIZENA20420;IZENA0420;17;4;1973;00000419A;40;BUP, FP o superior;HELBIDEA00420;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10421;ABIZENA20421;IZENA0421;29;8;1980;00000420A;40;BUP, FP o superior;HELBIDEA00421;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10422;ABIZENA20422;IZENA0422;16;12;1946;00000421A;40;BUP, FP o superior;HELBIDEA00422;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10423;ABIZENA20423;IZENA0423;22;1;1975;00000422A;40;BUP, FP o superior;HELBIDEA00423;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10424;ABIZENA20424;IZENA0424;1;7;1970;00000423A;40;BUP, FP o superior;HELBIDEA00424;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10425;ABIZENA20425;IZENA0425;23;12;1964;00000424A;40;BUP, FP o superior;HELBIDEA00425;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10426;ABIZENA20426;IZENA0426;20;9;1960;00000425A;30;Graduado escolar o equivalente;HELBIDEA00426;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10427;ABIZENA20427;IZENA0427;19;12;1933;00000426A;30;Graduado escolar o equivalente;HELBIDEA00427;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10428;ABIZENA20428;IZENA0428;28;10;1941;00000427A;20;Inferior a EGB;HELBIDEA00428;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10429;ABIZENA20429;IZENA0429;20;10;1944;00000428A;20;Inferior a EGB;HELBIDEA00429;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10430;ABIZENA20430;IZENA0430;15;10;1971;00000429A;40;BUP, FP o superior;HELBIDEA00430;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10431;ABIZENA20431;IZENA0431;2;10;1951;00000430A;20;Inferior a EGB;HELBIDEA00431;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10432;ABIZENA20432;IZENA0432;10;11;1966;00000431A;40;BUP, FP o superior;HELBIDEA00432;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10433;ABIZENA20433;IZENA0433;11;10;2003;00000432A;40;BUP, FP o superior;HELBIDEA00433;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10434;ABIZENA20434;IZENA0434;17;9;2001;00000433A;40;BUP, FP o superior;HELBIDEA00434;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10435;ABIZENA20435;IZENA0435;17;6;1968;00000434A;30;Graduado escolar o equivalente;HELBIDEA00435;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10436;ABIZENA20436;IZENA0436;29;6;1977;00000435A;40;BUP, FP o superior;HELBIDEA00436;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10437;ABIZENA20437;IZENA0437;10;1;1968;00000436A;40;BUP, FP o superior;HELBIDEA00437;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10438;ABIZENA20438;IZENA0438;1;3;1980;00000437A;30;Graduado escolar o equivalente;HELBIDEA00438;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10439;ABIZENA20439;IZENA0439;24;6;1949;00000438A;40;BUP, FP o superior;HELBIDEA00439;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10440;ABIZENA20440;IZENA0440;4;10;1985;00000439A;40;BUP, FP o superior;HELBIDEA00440;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10441;ABIZENA20441;IZENA0441;20;10;1947;00000440A;30;Graduado escolar o equivalente;HELBIDEA00441;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10442;ABIZENA20442;IZENA0442;15;10;1942;00000441A;20;Inferior a EGB;HELBIDEA00442;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10443;ABIZENA20443;IZENA0443;8;4;1975;00000442A;40;BUP, FP o superior;HELBIDEA00443;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10444;ABIZENA20444;IZENA0444;5;2;1957;00000443A;40;BUP, FP o superior;HELBIDEA00444;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10445;ABIZENA20445;IZENA0445;28;8;1933;00000444A;30;Graduado escolar o equivalente;HELBIDEA00445;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10446;ABIZENA20446;IZENA0446;28;12;1955;00000445A;40;BUP, FP o superior;HELBIDEA00446;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10447;ABIZENA20447;IZENA0447;4;5;2004;00000446A;40;BUP, FP o superior;HELBIDEA00447;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10448;ABIZENA20448;IZENA0448;14;9;1954;00000447A;30;Graduado escolar o equivalente;HELBIDEA00448;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10449;ABIZENA20449;IZENA0449;19;1;1956;00000448A;30;Graduado escolar o equivalente;HELBIDEA00449;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10450;ABIZENA20450;IZENA0450;31;5;2004;00000449A;40;BUP, FP o superior;HELBIDEA00450;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10451;ABIZENA20451;IZENA0451;17;4;1951;00000450A;20;Inferior a EGB;HELBIDEA00451;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10452;ABIZENA20452;IZENA0452;15;5;1976;00000451A;30;Graduado escolar o equivalente;HELBIDEA00452;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10453;ABIZENA20453;IZENA0453;29;3;1963;00000452A;20;Inferior a EGB;HELBIDEA00453;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10454;ABIZENA20454;IZENA0454;27;2;1975;00000453A;40;BUP, FP o superior;HELBIDEA00454;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10455;ABIZENA20455;IZENA0455;14;6;1941;00000454A;20;Inferior a EGB;HELBIDEA00455;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10456;ABIZENA20456;IZENA0456;14;7;1995;00000455A;40;BUP, FP o superior;HELBIDEA00456;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10457;ABIZENA20457;IZENA0457;18;9;1946;00000456A;20;Inferior a EGB;HELBIDEA00457;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10458;ABIZENA20458;IZENA0458;4;4;1968;00000457A;30;Graduado escolar o equivalente;HELBIDEA00458;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10459;ABIZENA20459;IZENA0459;3;9;1944;00000458A;20;Inferior a EGB;HELBIDEA00459;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10460;ABIZENA20460;IZENA0460;21;5;1944;00000459A;20;Inferior a EGB;HELBIDEA00460;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10461;ABIZENA20461;IZENA0461;29;1;1927;00000460A;20;Inferior a EGB;HELBIDEA00461;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10462;ABIZENA20462;IZENA0462;24;4;1972;00000461A;30;Graduado escolar o equivalente;HELBIDEA00462;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10463;ABIZENA20463;IZENA0463;20;1;1969;00000462A;30;Graduado escolar o equivalente;HELBIDEA00463;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10464;ABIZENA20464;IZENA0464;13;12;2000;00000463A;40;BUP, FP o superior;HELBIDEA00464;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10465;ABIZENA20465;IZENA0465;21;8;1963;00000464A;40;BUP, FP o superior;HELBIDEA00465;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10466;ABIZENA20466;IZENA0466;12;5;1979;00000465A;40;BUP, FP o superior;HELBIDEA00466;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10467;ABIZENA20467;IZENA0467;28;7;1967;00000466A;30;Graduado escolar o equivalente;HELBIDEA00467;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10468;ABIZENA20468;IZENA0468;10;7;1966;00000467A;30;Graduado escolar o equivalente;HELBIDEA00468;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10469;ABIZENA20469;IZENA0469;29;8;1964;00000468A;30;Graduado escolar o equivalente;HELBIDEA00469;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10470;ABIZENA20470;IZENA0470;4;12;1967;00000469A;40;BUP, FP o superior;HELBIDEA00470;CASA GUZTIZ-EDER;*DISEMINADO*;PASAI DONIBANE;PASAIA;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10471;ABIZENA20471;IZENA0471;3;3;2004;00000470A;40;BUP, FP o superior;HELBIDEA00471;*DISEMINADO*;PASAI DONIBANE;PASAIA;GIPUZKOA;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10472;ABIZENA20472;IZENA0472;15;1;1985;00000471A;30;Graduado escolar o equivalente;HELBIDEA00472;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10473;ABIZENA20473;IZENA0473;7;3;1949;00000472A;20;Inferior a EGB;HELBIDEA00473;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10474;ABIZENA20474;IZENA0474;17;3;1986;00000473A;30;Graduado escolar o equivalente;HELBIDEA00474;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10475;ABIZENA20475;IZENA0475;20;2;1970;00000474A;40;BUP, FP o superior;HELBIDEA00475;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10476;ABIZENA20476;IZENA0476;11;3;1958;00000475A;30;Graduado escolar o equivalente;HELBIDEA00476;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10477;ABIZENA20477;IZENA0477;8;7;1946;00000476A;40;BUP, FP o superior;HELBIDEA00477;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10478;ABIZENA20478;IZENA0478;26;9;1947;00000477A;20;Inferior a EGB;HELBIDEA00478;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10479;ABIZENA20479;IZENA0479;12;6;1937;00000478A;20;Inferior a EGB;HELBIDEA00479;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10480;ABIZENA20480;IZENA0480;6;5;1934;00000479A;40;BUP, FP o superior;HELBIDEA00480;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10481;ABIZENA20481;IZENA0481;8;6;1965;00000480A;40;BUP, FP o superior;HELBIDEA00481;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10482;ABIZENA20482;IZENA0482;21;7;1956;00000481A;20;Inferior a EGB;HELBIDEA00482;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10483;ABIZENA20483;IZENA0483;3;8;1958;00000482A;20;Inferior a EGB;HELBIDEA00483;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10484;ABIZENA20484;IZENA0484;17;2;1966;00000483A;30;Graduado escolar o equivalente;HELBIDEA00484;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10485;ABIZENA20485;IZENA0485;27;9;1973;00000484A;40;BUP, FP o superior;HELBIDEA00485;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10486;ABIZENA20486;IZENA0486;2;7;1978;00000485A;40;BUP, FP o superior;HELBIDEA00486;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10487;ABIZENA20487;IZENA0487;16;10;1962;00000486A;40;BUP, FP o superior;HELBIDEA00487;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10488;ABIZENA20488;IZENA0488;18;8;1995;00000487A;40;BUP, FP o superior;HELBIDEA00488;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
