NMUNI;DIST;SECC;MESA;NLOCAL;NLOCALB;INFADICIONAL;DIRMESA1;DIRMESA2;DIRMESA3;DIRMESA4;CARGOFINAL;NOLISTA;GRES;IDENT;NOMBRE;APELLIDO1;APELLIDO2;DOMI1;DOMI2;DOMI3;DOMI4;DOMI5;CPOSTAL;Urtea;Hilabetea;Eguna;Jaiotze-Data;Jaiotze-Data
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;P;528;4;00000449A;IZENA0450;ABIZENA10450;ABIZENA20450;HELBIDEA00450;PASAI ANTXO;PASAIA;;;20110;1969;6;6;1969/6/6;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS1;222;4;00000450A;IZENA0451;ABIZENA10451;ABIZENA20451;HELBIDEA00451;PASAI ANTXO;PASAIA;;;20110;1972;4;14;1972/4/14;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS2;507;4;00000451A;IZENA0452;ABIZENA10452;ABIZENA20452;HELBIDEA00452;PASAI ANTXO;PASAIA;;;20110;1969;11;25;1969/11/25;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS3;717;4;00000452A;IZENA0453;ABIZENA10453;ABIZENA20453;HELBIDEA00453;PASAI ANTXO;PASAIA;;;20110;1957;11;21;1957/11/21;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS4;282;4;00000453A;IZENA0454;ABIZENA10454;ABIZENA20454;HELBIDEA00454;PASAI ANTXO;PASAIA;;;20110;1970;7;17;1970/7/17;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS5;102;4;00000454A;IZENA0455;ABIZENA10455;ABIZENA20455;HELBIDEA00455;PASAI ANTXO;PASAIA;;;20110;1977;11;20;1977/11/20;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS6;81;4;00000455A;IZENA0456;ABIZENA10456;ABIZENA20456;HELBIDEA00456;PASAI ANTXO;PASAIA;;;20110;1999;2;3;1999/2/3;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS7;628;4;00000456A;IZENA0457;ABIZENA10457;ABIZENA20457;HELBIDEA00457;PASAI ANTXO;PASAIA;;;20110;1968;7;8;1968/7/8;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS8;374;4;00000457A;IZENA0458;ABIZENA10458;ABIZENA20458;HELBIDEA00458;PASAI ANTXO;PASAIA;;;20110;1999;3;26;1999/3/26;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS9;516;4;00000458A;IZENA0459;ABIZENA10459;ABIZENA20459;HELBIDEA00459;PASAI ANTXO;PASAIA;;;20110;1980;4;27;1980/4/27;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS10;292;4;00000459A;IZENA0460;ABIZENA10460;ABIZENA20460;HELBIDEA00460;PASAI ANTXO;PASAIA;;;20110;1968;11;29;1968/11/29;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS11;688;4;00000460A;IZENA0461;ABIZENA10461;ABIZENA20461;HELBIDEA00461;PASAI ANTXO;PASAIA;;;20110;1975;5;5;1975/5/5;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS12;601;4;00000461A;IZENA0462;ABIZENA10462;ABIZENA20462;HELBIDEA00462;PASAI ANTXO;PASAIA;;;20110;1957;8;29;1957/8/29;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS13;583;4;00000462A;IZENA0463;ABIZENA10463;ABIZENA20463;HELBIDEA00463;PASAI ANTXO;PASAIA;;;20110;1960;12;11;1960/12/11;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS14;540;4;00000463A;IZENA0464;ABIZENA10464;ABIZENA20464;HELBIDEA00464;PASAI ANTXO;PASAIA;;;20110;1968;1;16;1968/1/16;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1;169;3;00000464A;IZENA0465;ABIZENA10465;ABIZENA20465;HELBIDEA00465;PASAI ANTXO;PASAIA;;;20110;1969;12;18;1969/12/18;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S1;375;3;00000465A;IZENA0466;ABIZENA10466;ABIZENA20466;HELBIDEA00466;PASAI ANTXO;PASAIA;;;20110;1961;12;11;1961/12/11;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S2;607;4;00000466A;IZENA0467;ABIZENA10467;ABIZENA20467;HELBIDEA00467;PASAI ANTXO;PASAIA;;;20110;1979;12;20;1979/12/20;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S3;613;3;00000467A;IZENA0468;ABIZENA10468;ABIZENA20468;HELBIDEA00468;PASAI ANTXO;PASAIA;;;20110;1974;10;3;1974/10/3;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S4;83;4;00000468A;IZENA0469;ABIZENA10469;ABIZENA20469;HELBIDEA00469;PASAI ANTXO;PASAIA;;;20110;1995;8;6;1995/8/6;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S5;164;3;00000469A;IZENA0470;ABIZENA10470;ABIZENA20470;HELBIDEA00470;PASAI ANTXO;PASAIA;;;20110;1997;10;16;1997/10/16;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S6;680;4;00000470A;IZENA0471;ABIZENA10471;ABIZENA20471;HELBIDEA00471;PASAI ANTXO;PASAIA;;;20110;1979;2;3;1979/2/3;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S7;243;4;00000471A;IZENA0472;ABIZENA10472;ABIZENA20472;HELBIDEA00472;PASAI ANTXO;PASAIA;;;20110;1974;2;25;1974/2/25;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S8;55;3;00000472A;IZENA0473;ABIZENA10473;ABIZENA20473;HELBIDEA00473;PASAI ANTXO;PASAIA;;;20110;2006;2;19;2006/2/19;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S9;572;3;00000473A;IZENA0474;ABIZENA10474;ABIZENA20474;HELBIDEA00474;PASAI ANTXO;PASAIA;;;20110;1972;5;23;1972/5/23;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S10;41;3;00000474A;IZENA0475;ABIZENA10475;ABIZENA20475;HELBIDEA00475;PASAI ANTXO;PASAIA;;;20110;1954;8;12;1954/8/12;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S11;600;3;00000475A;IZENA0476;ABIZENA10476;ABIZENA20476;HELBIDEA00476;PASAI ANTXO;PASAIA;;;20110;1997;9;8;1997/9/8;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S12;123;4;00000476A;IZENA0477;ABIZENA10477;ABIZENA20477;HELBIDEA00477;PASAI ANTXO;PASAIA;;;20110;1971;1;26;1971/1/26;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S13;611;4;00000477A;IZENA0478;ABIZENA10478;ABIZENA20478;HELBIDEA00478;PASAI ANTXO;PASAIA;;;20110;1989;3;20;1989/3/20;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S14;147;3;00000478A;IZENA0479;ABIZENA10479;ABIZENA20479;HELBIDEA00479;PASAI ANTXO;PASAIA;;;20110;1958;5;21;1958/5/21;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2;144;4;00000479A;IZENA0480;ABIZENA10480;ABIZENA20480;HELBIDEA00480;PASAI ANTXO;PASAIA;;;20110;1981;6;30;1981/6/30;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S1;168;3;00000480A;IZENA0481;ABIZENA10481;ABIZENA20481;HELBIDEA00481;PASAI ANTXO;PASAIA;;;20110;2000;11;2;2000/11/2;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S2;438;4;00000481A;IZENA0482;ABIZENA10482;ABIZENA20482;HELBIDEA00482;PASAI ANTXO;PASAIA;;;20110;1962;11;2;1962/11/2;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S3;67;4;00000482A;IZENA0483;ABIZENA10483;ABIZENA20483;HELBIDEA00483;PASAI ANTXO;PASAIA;;;20110;1959;11;8;1959/11/8;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S4;634;4;00000483A;IZENA0484;ABIZENA10484;ABIZENA20484;HELBIDEA00484;PASAI ANTXO;PASAIA;;;20110;1993;9;25;1993/9/25;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S5;564;4;00000484A;IZENA0485;ABIZENA10485;ABIZENA20485;HELBIDEA00485;PASAI ANTXO;PASAIA;;;20110;1987;12;21;1987/12/21;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S6;136;3;00000485A;IZENA0486;ABIZENA10486;ABIZENA20486;HELBIDEA00486;PASAI ANTXO;PASAIA;;;20110;1968;1;21;1968/1/21;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S7;25;4;00000486A;IZENA0487;ABIZENA10487;ABIZENA20487;HELBIDEA00487;PASAI ANTXO;PASAIA;;;20110;1996;2;11;1996/2/11;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S8;467;4;00000487A;IZENA0488;ABIZENA10488;ABIZENA20488;HELBIDEA00488;PASAI ANTXO;PASAIA;;;20110;1975;3;4;1975/3/4;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S9;519;4;00000488A;IZENA0489;ABIZENA10489;ABIZENA20489;HELBIDEA00489;PASAI ANTXO;PASAIA;;;20110;1969;6;27;1969/6/27;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S10;329;4;00000489A;IZENA0490;ABIZENA10490;ABIZENA20490;HELBIDEA00490;PASAI ANTXO;PASAIA;;;20110;1978;8;23;1978/8/23;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S11;552;4;00000490A;IZENA0491;ABIZENA10491;ABIZENA20491;HELBIDEA00491;PASAI ANTXO;PASAIA;;;20110;1991;9;19;1991/9/19;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S12;487;4;00000491A;IZENA0492;ABIZENA10492;ABIZENA20492;HELBIDEA00492;PASAI ANTXO;PASAIA;;;20110;2000;6;24;2000/6/24;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S13;334;4;00000492A;IZENA0493;ABIZENA10493;ABIZENA20493;HELBIDEA00493;PASAI ANTXO;PASAIA;;;20110;1979;10;6;1979/10/6;2021-05-05
PASAIA;3;2;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S14;59;4;00000493A;IZENA0494;ABIZENA10494;ABIZENA20494;HELBIDEA00494;PASAI ANTXO;PASAIA;;;20110;1960;1;4;1960/1/4;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;P;479;4;00000494A;IZENA0495;ABIZENA10495;ABIZENA20495;HELBIDEA00495;PASAI ANTXO;PASAIA;;;20110;1956;5;2;1956/5/2;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS1;43;4;00000495A;IZENA0496;ABIZENA10496;ABIZENA20496;HELBIDEA00496;PASAI ANTXO;PASAIA;;;20110;1971;1;1;1971/1/1;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS2;58;4;00000496A;IZENA0497;ABIZENA10497;ABIZENA20497;HELBIDEA00497;PASAI ANTXO;PASAIA;;;20110;1991;3;29;1991/3/29;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS3;185;4;00000497A;IZENA0498;ABIZENA10498;ABIZENA20498;HELBIDEA00498;PASAI ANTXO;PASAIA;;;20110;1978;3;11;1978/3/11;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS4;333;4;00000498A;IZENA0499;ABIZENA10499;ABIZENA20499;HELBIDEA00499;PASAI ANTXO;PASAIA;;;20110;1997;10;7;1997/10/7;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS5;175;4;00000499A;IZENA0500;ABIZENA10500;ABIZENA20500;HELBIDEA00500;PASAI ANTXO;PASAIA;;;20110;1983;3;31;1983/3/31;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS6;369;4;00000500A;IZENA0501;ABIZENA10501;ABIZENA20501;HELBIDEA00501;PASAI ANTXO;PASAIA;;;20110;1987;8;27;1987/8/27;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS7;390;4;00000501A;IZENA0502;ABIZENA10502;ABIZENA20502;HELBIDEA00502;PASAI ANTXO;PASAIA;;;20110;1987;3;13;1987/3/13;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS8;361;4;00000502A;IZENA0503;ABIZENA10503;ABIZENA20503;HELBIDEA00503;PASAI ANTXO;PASAIA;;;20110;1982;2;3;1982/2/3;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS9;545;4;00000503A;IZENA0504;ABIZENA10504;ABIZENA20504;HELBIDEA00504;PASAI ANTXO;PASAIA;;;20110;1980;2;23;1980/2/23;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS10;509;4;00000504A;IZENA0505;ABIZENA10505;ABIZENA20505;HELBIDEA00505;PASAI ANTXO;PASAIA;;;20110;1969;7;5;1969/7/5;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS11;102;4;00000505A;IZENA0506;ABIZENA10506;ABIZENA20506;HELBIDEA00506;PASAI ANTXO;PASAIA;;;20110;1965;7;12;1965/7/12;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS12;253;4;00000506A;IZENA0507;ABIZENA10507;ABIZENA20507;HELBIDEA00507;PASAI ANTXO;PASAIA;;;20110;1996;2;16;1996/2/16;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS13;480;4;00000507A;IZENA0508;ABIZENA10508;ABIZENA20508;HELBIDEA00508;PASAI ANTXO;PASAIA;;;20110;1961;11;23;1961/11/23;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS14;284;4;00000508A;IZENA0509;ABIZENA10509;ABIZENA20509;HELBIDEA00509;PASAI ANTXO;PASAIA;;;20110;1962;10;14;1962/10/14;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1;244;3;00000509A;IZENA0510;ABIZENA10510;ABIZENA20510;HELBIDEA00510;PASAI ANTXO;PASAIA;;;20110;1980;7;4;1980/7/4;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S1;306;4;00000510A;IZENA0511;ABIZENA10511;ABIZENA20511;HELBIDEA00511;PASAI ANTXO;PASAIA;;;20110;1959;4;15;1959/4/15;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S2;122;3;00000511A;IZENA0512;ABIZENA10512;ABIZENA20512;HELBIDEA00512;PASAI ANTXO;PASAIA;;;20110;2005;2;26;2005/2/26;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S3;313;4;00000512A;IZENA0513;ABIZENA10513;ABIZENA20513;HELBIDEA00513;PASAI ANTXO;PASAIA;;;20110;1968;7;19;1968/7/19;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S4;317;2;00000513A;IZENA0514;ABIZENA10514;ABIZENA20514;HELBIDEA00514;PASAI ANTXO;PASAIA;;;20110;1972;12;27;1972/12/27;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S5;437;4;00000514A;IZENA0515;ABIZENA10515;ABIZENA20515;HELBIDEA00515;PASAI ANTXO;PASAIA;;;20110;1986;10;14;1986/10/14;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S6;262;4;00000515A;IZENA0516;ABIZENA10516;ABIZENA20516;HELBIDEA00516;PASAI ANTXO;PASAIA;;;20110;1974;1;30;1974/1/30;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S7;27;3;00000516A;IZENA0517;ABIZENA10517;ABIZENA20517;HELBIDEA00517;PASAI ANTXO;PASAIA;;;20110;1985;7;19;1985/7/19;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S8;279;3;00000517A;IZENA0518;ABIZENA10518;ABIZENA20518;HELBIDEA00518;PASAI ANTXO;PASAIA;;;20110;1972;6;23;1972/6/23;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S9;325;2;00000518A;IZENA0519;ABIZENA10519;ABIZENA20519;HELBIDEA00519;PASAI ANTXO;PASAIA;;;20110;1963;8;25;1963/8/25;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S10;100;4;00000519A;IZENA0520;ABIZENA10520;ABIZENA20520;HELBIDEA00520;PASAI ANTXO;PASAIA;;;20110;1969;12;30;1969/12/30;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S11;434;3;00000520A;IZENA0521;ABIZENA10521;ABIZENA20521;HELBIDEA00521;PASAI ANTXO;PASAIA;;;20110;1976;1;31;1976/1/31;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S12;440;4;00000521A;IZENA0522;ABIZENA10522;ABIZENA20522;HELBIDEA00522;PASAI ANTXO;PASAIA;;;20110;1986;12;29;1986/12/29;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S13;389;3;00000522A;IZENA0523;ABIZENA10523;ABIZENA20523;HELBIDEA00523;PASAI ANTXO;PASAIA;;;20110;1990;9;13;1990/9/13;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V1S14;392;4;00000523A;IZENA0524;ABIZENA10524;ABIZENA20524;HELBIDEA00524;PASAI ANTXO;PASAIA;;;20110;1962;11;27;1962/11/27;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2;31;3;00000524A;IZENA0525;ABIZENA10525;ABIZENA20525;HELBIDEA00525;PASAI ANTXO;PASAIA;;;20110;1957;11;10;1957/11/10;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S1;340;3;00000525A;IZENA0526;ABIZENA10526;ABIZENA20526;HELBIDEA00526;PASAI ANTXO;PASAIA;;;20110;1977;9;12;1977/9/12;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S2;386;4;00000526A;IZENA0527;ABIZENA10527;ABIZENA20527;HELBIDEA00527;PASAI ANTXO;PASAIA;;;20110;1973;4;27;1973/4/27;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S3;421;3;00000527A;IZENA0528;ABIZENA10528;ABIZENA20528;HELBIDEA00528;PASAI ANTXO;PASAIA;;;20110;1993;9;14;1993/9/14;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S4;109;3;00000528A;IZENA0529;ABIZENA10529;ABIZENA20529;HELBIDEA00529;PASAI ANTXO;PASAIA;;;20110;1981;3;21;1981/3/21;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S5;502;3;00000529A;IZENA0530;ABIZENA10530;ABIZENA20530;HELBIDEA00530;PASAI ANTXO;PASAIA;;;20110;1998;11;27;1998/11/27;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S6;592;3;00000530A;IZENA0531;ABIZENA10531;ABIZENA20531;HELBIDEA00531;PASAI ANTXO;PASAIA;;;20110;1970;10;25;1970/10/25;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S7;507;3;00000531A;IZENA0532;ABIZENA10532;ABIZENA20532;HELBIDEA00532;PASAI ANTXO;PASAIA;;;20110;1970;6;7;1970/6/7;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S8;214;4;00000532A;IZENA0533;ABIZENA10533;ABIZENA20533;HELBIDEA00533;PASAI ANTXO;PASAIA;;;20110;1965;7;2;1965/7/2;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S9;132;4;00000533A;IZENA0534;ABIZENA10534;ABIZENA20534;HELBIDEA00534;PASAI ANTXO;PASAIA;;;20110;1990;10;23;1990/10/23;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S10;249;4;00000534A;IZENA0535;ABIZENA10535;ABIZENA20535;HELBIDEA00535;PASAI ANTXO;PASAIA;;;20110;1983;2;6;1983/2/6;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S11;149;4;00000535A;IZENA0536;ABIZENA10536;ABIZENA20536;HELBIDEA00536;PASAI ANTXO;PASAIA;;;20110;1983;3;18;1983/3/18;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S12;147;4;00000536A;IZENA0537;ABIZENA10537;ABIZENA20537;HELBIDEA00537;PASAI ANTXO;PASAIA;;;20110;1963;5;20;1963/5/20;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S13;14;4;00000537A;IZENA0538;ABIZENA10538;ABIZENA20538;HELBIDEA00538;PASAI ANTXO;PASAIA;;;20110;1997;7;21;1997/7/21;2021-05-05
PASAIA;3;3;A;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;V2S14;94;4;00000538A;IZENA0539;ABIZENA10539;ABIZENA20539;HELBIDEA00539;PASAI ANTXO;PASAIA;;;20110;1981;2;12;1981/2/12;2021-05-05
PASAIA;3;3;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;P;223;4;00000539A;IZENA0540;ABIZENA10540;ABIZENA20540;HELBIDEA00540;PASAI ANTXO;PASAIA;;;20110;1980;6;22;1980/6/22;2021-05-05
PASAIA;3;3;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS1;218;4;00000540A;IZENA0541;ABIZENA10541;ABIZENA20541;HELBIDEA00541;PASAI ANTXO;PASAIA;;;20110;1972;10;19;1972/10/19;2021-05-05
PASAIA;3;3;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS2;247;4;00000541A;IZENA0542;ABIZENA10542;ABIZENA20542;HELBIDEA00542;PASAI ANTXO;PASAIA;;;20110;1976;5;19;1976/5/19;2021-05-05
PASAIA;3;3;B;KULTUR-ETXEA;;;. HAMARRETXETA KALEA 13;PASAI ANTXO;;;PS3;66;4;00000542A;IZENA0543;ABIZENA10543;ABIZENA20543;HELBIDEA00543;PASAI ANTXO;PASAIA;;;20110;1960;5;27;1960/5/27;2021-05-05
